utc_time	latitude	longitude	altitude	speed_knots	course
165126.76	46.06701450000000	11.14909216666667	NaN	2.210	NaN	
165126.76	46.06701450000000	11.14909216666667	46.1	NaN	NaN	
165126.76	46.06701450000000	11.14909216666667	NaN	NaN	NaN	
165126.82	46.06701500000000	11.14909150000000	NaN	2.411	NaN	
165126.82	46.06701500000000	11.14909150000000	46.1	NaN	NaN	
165126.82	46.06701500000000	11.14909150000000	NaN	NaN	NaN	
165126.94	46.06701566666667	11.14909050000000	NaN	2.191	NaN	
165126.94	46.06701566666667	11.14909050000000	46.1	NaN	NaN	
165126.94	46.06701566666667	11.14909050000000	NaN	NaN	NaN	
165127.06	46.06701633333333	11.14908916666667	NaN	1.877	NaN	
165127.06	46.06701633333333	11.14908916666667	46.1	NaN	NaN	
165127.06	46.06701633333333	11.14908916666667	NaN	NaN	NaN	
165127.18	46.06701716666667	11.14908783333333	NaN	2.086	NaN	
165127.18	46.06701716666667	11.14908783333333	46.1	NaN	NaN	
165127.18	46.06701716666667	11.14908783333333	NaN	NaN	NaN	
165127.30	46.06701783333332	11.14908650000000	NaN	2.151	NaN	
165127.30	46.06701783333332	11.14908650000000	46.1	NaN	NaN	
165127.30	46.06701783333332	11.14908650000000	NaN	NaN	NaN	
165127.42	46.06701866666667	11.14908516666667	NaN	2.159	NaN	
165127.42	46.06701866666667	11.14908516666667	46.1	NaN	NaN	
165127.42	46.06701866666667	11.14908516666667	NaN	NaN	NaN	
165127.54	46.06701933333333	11.14908383333334	NaN	2.183	NaN	
165127.54	46.06701933333333	11.14908383333334	46.1	NaN	NaN	
165127.54	46.06701933333333	11.14908383333334	NaN	NaN	NaN	
165127.66	46.06701983333334	11.14908266666667	NaN	1.884	NaN	
165127.66	46.06701983333334	11.14908266666667	46.1	NaN	NaN	
165127.66	46.06701983333334	11.14908266666667	NaN	NaN	NaN	
165127.72	46.06702016666667	11.14908200000000	NaN	1.912	NaN	
165127.72	46.06702016666667	11.14908200000000	46.1	NaN	NaN	
165128.68	46.06702499999999	11.14907016666667	NaN	2.300	NaN	
165128.68	46.06702499999999	11.14907016666667	46.1	NaN	NaN	
165128.68	46.06702499999999	11.14907016666667	NaN	NaN	NaN	
165128.80	46.06702533333334	11.14906866666667	NaN	2.188	NaN	
165128.80	46.06702533333334	11.14906866666667	46.1	NaN	NaN	
165128.80	46.06702533333334	11.14906866666667	NaN	NaN	NaN	
165128.92	46.06702583333334	11.14906733333333	NaN	2.008	NaN	
165128.92	46.06702583333334	11.14906733333333	46.1	NaN	NaN	
165128.92	46.06702583333334	11.14906733333333	NaN	NaN	NaN	
165129.04	46.06702616666666	11.14906600000000	NaN	1.869	NaN	
165129.04	46.06702616666666	11.14906600000000	46.1	NaN	NaN	
165129.04	46.06702616666666	11.14906600000000	NaN	NaN	NaN	
165129.16	46.06702666666667	11.14906433333334	NaN	2.167	NaN	
165129.16	46.06702666666667	11.14906433333334	46.1	NaN	NaN	
165129.16	46.06702666666667	11.14906433333334	NaN	NaN	NaN	
165129.28	46.06702716666668	11.14906266666667	NaN	2.265	NaN	
165129.28	46.06702716666668	11.14906266666667	46.1	NaN	NaN	
165129.28	46.06702716666668	11.14906266666667	NaN	NaN	NaN	
165129.40	46.06702766666667	11.14906100000000	NaN	2.273	NaN	
165129.40	46.06702766666667	11.14906100000000	46.1	NaN	NaN	
165129.40	46.06702766666667	11.14906100000000	NaN	NaN	NaN	
165129.52	46.06702799999999	11.14905933333333	NaN	2.075	NaN	
165129.52	46.06702799999999	11.14905933333333	46.1	NaN	NaN	
165129.52	46.06702799999999	11.14905933333333	NaN	NaN	NaN	
165129.64	46.06702833333334	11.14905783333333	NaN	2.149	NaN	
165129.64	46.06702833333334	11.14905783333333	46.1	NaN	NaN	
165129.64	46.06702833333334	11.14905783333333	NaN	NaN	NaN	
165129.76	46.06702883333334	11.14905650000000	NaN	2.031	NaN	
165129.76	46.06702883333334	11.14905650000000	46.1	NaN	NaN	
165129.76	46.06702883333334	11.14905650000000	NaN	NaN	NaN	
165129.88	46.06702916666666	11.14905483333333	NaN	2.120	NaN	
165129.88	46.06702916666666	11.14905483333333	46.1	NaN	NaN	
165129.88	46.06702916666666	11.14905483333333	NaN	NaN	NaN	
165130.00	46.06702950000000	11.14905316666666	NaN	2.185	NaN	
165130.00	46.06702950000000	11.14905316666666	46.1	NaN	NaN	
165130.00	46.06702950000000	11.14905316666666	NaN	NaN	NaN	
165130.12	46.06702983333332	11.14905166666667	NaN	2.068	NaN	
165130.12	46.06702983333332	11.14905166666667	46.1	NaN	NaN	
165130.12	46.06702983333332	11.14905166666667	NaN	NaN	NaN	
165130.24	46.06703016666668	11.14905033333333	NaN	2.038	NaN	
165130.24	46.06703016666668	11.14905033333333	46.1	NaN	NaN	
165130.24	46.06703016666668	11.14905033333333	NaN	NaN	NaN	
165130.36	46.06703050000000	11.14904866666667	NaN	1.975	NaN	
165130.36	46.06703050000000	11.14904866666667	46.1	NaN	NaN	
165130.36	46.06703050000000	11.14904866666667	NaN	NaN	NaN	
165130.42	46.06703066666667	11.14904800000000	NaN	2.051	NaN	
165130.42	46.06703066666667	11.14904800000000	46.1	NaN	NaN	
165130.42	46.06703066666667	11.14904800000000	NaN	NaN	NaN	
165130.54	46.06703099999999	11.14904633333333	NaN	2.159	NaN	
165130.54	46.06703099999999	11.14904633333333	46.1	NaN	NaN	
165130.54	46.06703099999999	11.14904633333333	NaN	NaN	NaN	
165130.66	46.06703150000000	11.14904483333333	NaN	2.182	NaN	
165130.66	46.06703150000000	11.14904483333333	46.1	NaN	NaN	
165130.66	46.06703150000000	11.14904483333333	NaN	NaN	NaN	
165130.78	46.06703166666667	11.14904333333333	NaN	2.032	NaN	
165130.78	46.06703166666667	11.14904333333333	46.1	NaN	NaN	
165130.78	46.06703166666667	11.14904333333333	NaN	NaN	NaN	
165130.90	46.06703200000000	11.14904200000000	NaN	1.878	NaN	
165130.90	46.06703200000000	11.14904200000000	46.1	NaN	NaN	
165130.90	46.06703200000000	11.14904200000000	NaN	NaN	NaN	
165131.02	46.06703216666666	11.14904066666667	NaN	1.784	NaN	
165131.02	46.06703216666666	11.14904066666667	46.1	NaN	NaN	
165131.02	46.06703216666666	11.14904066666667	NaN	NaN	NaN	
165131.14	46.06703233333333	11.14903916666667	NaN	1.854	NaN	
165131.14	46.06703233333333	11.14903916666667	46.1	NaN	NaN	
165131.14	46.06703233333333	11.14903916666667	NaN	NaN	NaN	
165131.26	46.06703233333333	11.14903783333333	NaN	1.803	NaN	
165131.26	46.06703233333333	11.14903783333333	46.1	NaN	NaN	
165131.68	46.06703283333332	11.14903416666667	NaN	1.362	NaN	
165131.68	46.06703283333332	11.14903416666667	46.1	NaN	NaN	
165131.68	46.06703283333332	11.14903416666667	NaN	NaN	NaN	
165131.80	46.06703300000000	11.14903316666667	NaN	1.273	NaN	
165131.80	46.06703300000000	11.14903316666667	46.1	NaN	NaN	
165131.80	46.06703300000000	11.14903316666667	NaN	NaN	NaN	
165131.92	46.06703316666668	11.14903216666667	NaN	1.239	NaN	
165131.92	46.06703316666668	11.14903216666667	46.1	NaN	NaN	
165131.92	46.06703316666668	11.14903216666667	NaN	NaN	NaN	
165132.04	46.06703316666668	11.14903116666667	NaN	1.183	NaN	
165132.04	46.06703316666668	11.14903116666667	46.1	NaN	NaN	
165132.04	46.06703316666668	11.14903116666667	NaN	NaN	NaN	
165132.16	46.06703333333333	11.14903050000000	NaN	1.021	NaN	
165132.16	46.06703333333333	11.14903050000000	46.1	NaN	NaN	
165132.16	46.06703333333333	11.14903050000000	NaN	NaN	NaN	
165132.22	46.06703333333333	11.14903016666667	NaN	0.884	NaN	
165132.22	46.06703333333333	11.14903016666667	46.1	NaN	NaN	
165132.22	46.06703333333333	11.14903016666667	NaN	NaN	NaN	
165132.34	46.06703333333333	11.14902950000000	NaN	0.834	NaN	
165132.34	46.06703333333333	11.14902950000000	46.1	NaN	NaN	
165132.34	46.06703333333333	11.14902950000000	NaN	NaN	NaN	
165132.46	46.06703350000000	11.14902900000000	NaN	0.741	NaN	
165132.46	46.06703350000000	11.14902900000000	46.1	NaN	NaN	
165132.46	46.06703350000000	11.14902900000000	NaN	NaN	NaN	
165132.58	46.06703350000000	11.14902850000000	NaN	0.684	NaN	
165132.58	46.06703350000000	11.14902850000000	46.1	NaN	NaN	
165132.58	46.06703350000000	11.14902850000000	NaN	NaN	NaN	
165132.70	46.06703333333333	11.14902816666667	NaN	0.557	NaN	
